Hosp_Name,Hosp_ID,Hosp_Address,City,State,Action,DT_Action
Methodist Hospital Specialty and Transplant,4071,8026 Floyd Curl Dr,San Antonio,TX,Met Requirements,2023-10
Methodist Hospital Stone Oak,4072,1139 East Sonterra Boulevard,San Antonio,TX,Met Requirements,2023-10
Methodist Hospitals - Northlake Campus,4059,600 Grant St,Gary,IN,Warning Notice,2021-04
Methodist Hospitals - Northlake Campus,4059,600 Grant St,Gary,IN,CAP Request,2021-09
Methodist Hospitals - Northlake Campus,4059,600 Grant St,Gary,IN,Closure Notice,2022-03
Methodist Texsan Hospital,4073,6700 IH 10 West,San Antonio,TX,Met Requirements,2023-10
Methodist University Hospital,4046,1265 Union Avenue,Memphis,TN,Warning Notice,2021-08
Methodist University Hospital,4046,1265 Union Avenue,Memphis,TN,Closure Notice,2022-03
MetroHealth Medical Center - Main Campus Medical Center ,4077,2500 Metrohealth Drive,Cleveland,OH,Warning Notice,2023-04
MetroHealth Medical Center - Main Campus Medical Center ,4077,2500 Metrohealth Drive,Cleveland,OH,CAP Request,2023-07
MetroHealth Medical Center - Main Campus Medical Center ,4077,2500 Metrohealth Drive,Cleveland,OH,Closure Notice,2023-11
Miami Valley Hospital,4089,One Wyoming Street,Dayton,OH,Warning Notice,2021-09
Miami Valley Hospital,4089,One Wyoming Street,Dayton,OH,CAP Request,2022-06
Miami Valley Hospital,4089,One Wyoming Street,Dayton,OH,Closure Notice,2022-07
Miami Valley Hospital,4089,One Wyoming Street,Dayton,OH,Met Requirements,2023-08
Mid Coast Hospital,4095,123 Medical Center Drive,Brunswick,ME,Met Requirements,2023-03
Middle Park Health Granby,4099,1000 Granby Park Drive South,Granby,CO,CAP Request,2023-06
Middle Park Health Granby,4099,1000 Granby Park Drive South,Granby,CO,Closure Notice,2023-09
Midland Memorial Hospital,4104,400 Rosalind Redfern Grover Parkway,Midland,TX,Met Requirements,2023-04
Mille Lacs Health System Hospital,4131,200 North Elm Street,Onamia,MN,Warning Notice,2023-02
Mille Lacs Health System Hospital,4131,200 North Elm Street,Onamia,MN,Closure Notice,2023-06
Mission Hospital,4141,509 Biltmore Ave,Asheville,NC,Warning Notice,2021-07
Mission Hospital,4141,509 Biltmore Ave,Asheville,NC,CAP Request,2022-01
Mission Hospital,4141,509 Biltmore Ave,Asheville,NC,Closure Notice,2022-04
Mission Hospital Laguna Beach,4142,31872 Coast Highway,Laguna Beach,CA,Met Requirements,2023-04
Mission Hospital McDowell,4143,430 Rankin Drive,Marion,NC,Warning Notice,2023-07
Mission Hospital McDowell,4143,430 Rankin Drive,Marion,NC,Closure Notice,2023-10
Mitchell County Regional Health Center,4156,616 North 8th Street,Osage,IA,Met Requirements,2023-12
Mobile Infirmary Medical Center,4164,5 Mobile Infirmary Center,Mobile,AL,Warning Notice,2021-04
Mobile Infirmary Medical Center,4164,5 Mobile Infirmary Center,Mobile,AL,CAP Request,2021-09
Mobile Infirmary Medical Center,4164,5 Mobile Infirmary Center,Mobile,AL,Closure Notice,2021-12
Mon Health Medical Center,4172,1200 Jd Anderson Dr,Morgantown,WV,Warning Notice,2021-12
Mon Health Medical Center,4172,1200 Jd Anderson Dr,Morgantown,WV,Closure Notice,2022-10
Monadnock Community Hospital,4166,452 Old Street Road,Peterborough,NH,Warning Notice,2021-08
Monadnock Community Hospital,4166,452 Old Street Road,Peterborough,NH,Closure Notice,2022-01
Monmouth Medical Center,4168,300 2nd Avenue,Long Branch,NJ,Warning Notice,2021-05
Monmouth Medical Center,4168,300 2nd Avenue,Long Branch,NJ,CAP Request,2021-10
Monmouth Medical Center,4168,300 2nd Avenue,Long Branch,NJ,Closure Notice,2022-07
Montefiore Hospital- Moses Campus,4184,111 E 210th St,Bronx,NY,Warning Notice,2021-08
Montefiore Hospital- Moses Campus,4184,111 E 210th St,Bronx,NY,CAP Request,2022-03
Montefiore Hospital- Moses Campus,4184,111 E 210th St,Bronx,NY,Closure Notice,2022-10
Montefiore St. Luke's Cornwall,6388,70 Dubois St,Newburgh,NY,Warning Notice,2021-09
Montefiore St. Luke's Cornwall,6388,70 Dubois St,Newburgh,NY,CAP Request,2022-10
Montefiore St. Luke's Cornwall,6388,70 Dubois St,Newburgh,NY,Closure Notice,2023-03
Monterey Park Hospital,4190,900 South Atlantic Boulevard,Monterey Park,CA,Met Requirements,2023-10
Monument Health Rapid City Hospital,5267,353 Fairmont Boulevard,Rapid City,SD,Warning Notice,2023-03
Monument Health Rapid City Hospital,5267,353 Fairmont Boulevard,Rapid City,SD,CAP Request,2023-07
Monument Health Rapid City Hospital,5267,353 Fairmont Boulevard,Rapid City,SD,Closure Notice,2023-10
Morehouse General Hospital,4198,323 W Walnut Ave,Bastrop,LA,Met Requirements,2022-07
Morris Hospital & Healthcare Centers,4204,150 W High St,Morris,IL,Met Requirements,2023-02
Morristown Medical Center,4207,100 Madison Avenue,Morristown,NJ,Warning Notice,2021-08
Morristown Medical Center,4207,100 Madison Avenue,Morristown,NJ,CAP Request,2022-03
Morristown Medical Center,4207,100 Madison Avenue,Morristown,NJ,Closure Notice,2023-06
Morrow County Hospital,4209,651 West Marion Road,Mount Gilead,OH,Met Requirements,2023-01
Morton Plant Hospital,4212,300 Pinellas St,Clearwater,FL,Warning Notice,2021-08
Morton Plant Hospital,4212,300 Pinellas St,Clearwater,FL,CAP Request,2022-05
Morton Plant Hospital,4212,300 Pinellas St,Clearwater,FL,Closure Notice,2023-06
Mosaic Life Care At St. Joseph,4215,5325 Faraon Street,St. Joseph,MO,Warning Notice,2023-02
Mosaic Life Care At St. Joseph,4215,5325 Faraon Street,St. Joseph,MO,Closure Notice,2023-06
Mount Auburn Hospital,4222,330 Mount Auburn Street,Cambridge,MA,Warning Notice,2022-12
Mount Auburn Hospital,4222,330 Mount Auburn Street,Cambridge,MA,Closure Notice,2023-04
Mount Carmel East,4271,6001 East Broad St,Columbus,OH,Warning Notice,2023-07
Mount Carmel East,4271,6001 East Broad St,Columbus,OH,CAP Request,2023-10
Mount Carmel East,4271,6001 East Broad St,Columbus,OH,Closure Notice,2023-12
Mount Carmel Grove City,7646,5300 North Meadows Drive,Grove City,OH,Met Requirements,2023-06
Mount Carmel New Albany,4272,7333 Smith's Mill Road,New Albany,OH,Met Requirements,2023-05
Mount Carmel St. Ann's,4226,500 South Cleveland Avenue,Westerville,OH,Met Requirements,2023-06
Mount Graham Regional Medical Center,4276,1600 S. 20th Ave,Safford,AZ,Warning Notice,2023-04
Mount Graham Regional Medical Center,4276,1600 S. 20th Ave,Safford,AZ,Closure Notice,2023-07
Mount Grant General Hospital,4238,200 S. A Street,Hawthorne,NV,Warning Notice,2023-03
Mount Grant General Hospital,4238,200 S. A Street,Hawthorne,NV,CAP Request,2023-06
Mount Grant General Hospital,4238,200 S. A Street,Hawthorne,NV,Closure Notice,2023-08
Mount Sinai Beth Israel,4241,First Ave At 16th Street,New York,NY,Warning Notice,2021-04
Mount Sinai Beth Israel,4241,First Ave At 16th Street,New York,NY,CAP Request,2021-09
Mount Sinai Beth Israel,4241,First Ave At 16th Street,New York,NY,Closure Notice,2022-08
Mount Sinai Hospital,4243,1 Gustave L Levy Pl,New York,NY,Warning Notice,2021-04
Mount Sinai Hospital,4243,1 Gustave L Levy Pl,New York,NY,CAP Request,2021-09
Mount Sinai Hospital,4243,1 Gustave L Levy Pl,New York,NY,Closure Notice,2023-02
Mount Sinai Medical Center,4245,4300 Alton Rd,Miami Beach,FL,Warning Notice,2023-03
Mount Sinai Medical Center,4245,4300 Alton Rd,Miami Beach,FL,Closure Notice,2023-07
Mountain View Hospital - Payson,4257,1000 East 100 North,Payson,UT,Met Requirements,2023-11
MountainView Hospital,4263,3100 N Tenaya Way,Las Vegas,NV,Warning Notice,2023-07
MountainView Hospital,4263,3100 N Tenaya Way,Las Vegas,NV,Closure Notice,2023-10
Mountainview Regional Medical Center,4259,4311 East Lohman Avenue,Las Cruces,NM,Met Requirements,2022-12
Munson Medical Center,4286,1105 Sixth Street,Traverse City,MI,Warning Notice,2023-04
Munson Medical Center,4286,1105 Sixth Street,Traverse City,MI,Closure Notice,2023-08
MUSC Health - Lancaster Medical Center,4292,800 W Meeting St,Lancaster,SC,Warning Notice,2023-03
MUSC Health - Lancaster Medical Center,4292,800 W Meeting St,Lancaster,SC,CAP Request,2023-07
MUSC Health - Lancaster Medical Center,4292,800 W Meeting St,Lancaster,SC,Closure Notice,2023-12
Myrtue Medical Center,4298,1213 Garfield Avenue,Harlan,IA,Met Requirements,2023-01
Nacogdoches Medical Center,4299,4920 NE Stallings Drive,Nacogdoches,TX,Met Requirements,2023-07
Nacogdoches Memorial Hospital,4300,1204 Mound Street,Nacogdoches,TX,Warning Notice,2023-04
Nacogdoches Memorial Hospital,4300,1204 Mound Street,Nacogdoches,TX,CAP Request,2023-08
Nacogdoches Memorial Hospital,4300,1204 Mound Street,Nacogdoches,TX,Closure Notice,2023-12
Natchitoches Regional Medical Center,4311,501 Keyser Ave,Natchitoches,LA,Warning Notice,2023-01
Natchitoches Regional Medical Center,4311,501 Keyser Ave,Natchitoches,LA,Closure Notice,2023-05
Nationwide Children's Hospital,4315,700 Children's Drive,Columbus,OH,Warning Notice,2023-03
Nationwide Children's Hospital,4315,700 Children's Drive,Columbus,OH,Closure Notice,2023-10
Natividad,4316,1441 Constitution Boulevard,Salinas,CA,Warning Notice,2023-04
Natividad,4316,1441 Constitution Boulevard,Salinas,CA,Closure Notice,2023-08
Nazareth Hospital,4335,2601 Holme Avenue,Philadelphia,PA,Met Requirements,2023-06
Neshoba County General Hospital,4347,1001 Holland Avenue,Philadelphia,MS,Met Requirements,2023-03
New England Baptist Hospital,4353,125 Parker Hill Avenue,Boston,MA,Met Requirements,2021-09
New Hampshire Hospital,7601,36 Clinton Street,Concord,NH,CAP Request,2023-08
New Hampshire Hospital,7601,36 Clinton Street,Concord,NH,Closure Notice,2023-10
New London Hospital,4360,273 County Road,New London,NH,Warning Notice,2021-12
New London Hospital,4360,273 County Road,New London,NH,Closure Notice,2022-02
New York Presbyterian Hospital - Allen Hospital,4370,5141 Broadway,New York,NY,Met Requirements,2023-05
New York Presbyterian Hospital - New York Weill Cornell Center,4372,525 East 68th Street,New York,NY,Warning Notice,2021-04
New York Presbyterian Hospital - New York Weill Cornell Center,4372,525 East 68th Street,New York,NY,Closure Notice,2022-11
New York Presbyterian Queens,4375,56 45 Main St,Flushing,NY,Met Requirements,2023-05
Newark Beth Israel Medical Center,4380,201 Lyons Avenue,Newark,NJ,Warning Notice,2021-05
Newark Beth Israel Medical Center,4380,201 Lyons Avenue,Newark,NJ,CAP Request,2021-10
Newark Beth Israel Medical Center,4380,201 Lyons Avenue,Newark,NJ,Closure Notice,2022-07
Newport Hospital and Health Services,4387,714 West Pine St.,Newport,WA,Warning Notice,2023-01
Newport Hospital and Health Services,4387,714 West Pine St.,Newport,WA,CAP Request,2023-04
Newport Hospital and Health Services,4387,714 West Pine St.,Newport,WA,Closure Notice,2023-06
NewYork-Presbyterian  Columbia University Irving Medical Center,4371,630 West 168th Street,New York,NY,Met Requirements,2023-09
Niagara Falls Memorial Medical Center,4393,621 10th St,Niagara Falls,NY,Warning Notice,2021-10
Niagara Falls Memorial Medical Center,4393,621 10th St,Niagara Falls,NY,Closure Notice,2022-10
Nocona General Hospital,4404,100 Park Road,Nocona,TX,Warning Notice,2022-07
Nocona General Hospital,4404,100 Park Road,Nocona,TX,CAP Request,2022-11
Nocona General Hospital,4404,100 Park Road,Nocona,TX,Closure Notice,2022-12
Noland Hospital Dothan,4407,"1108 Ross Clark Circle, 4th Floor",Dothan,AL,CAP Request,2023-08
Noland Hospital Dothan,4407,"1108 Ross Clark Circle, 4th Floor",Dothan,AL,Closure Notice,2023-12
North Alabama Specialty Hospital,4420,700 West Market St 2 South,Athens,AL,Warning Notice,2022-09
North Alabama Specialty Hospital,4420,700 West Market St 2 South,Athens,AL,CAP Request,2023-09
North Alabama Specialty Hospital,4420,700 West Market St 2 South,Athens,AL,Closure Notice,2023-11
North Caddo Medical Center,4427,815 S Pine St,Vivian,LA,Warning Notice,2023-08
North Caddo Medical Center,4427,815 S Pine St,Vivian,LA,Closure Notice,2023-12
North Central Bronx Hospital,4432,3424 Kossuth Ave,Bronx,NY,Warning Notice,2021-07
North Central Bronx Hospital,4432,3424 Kossuth Ave,Bronx,NY,CAP Request,2022-01
North Central Bronx Hospital,4432,3424 Kossuth Ave,Bronx,NY,Closure Notice,2022-04
North Central Kansas Medical Center,1328,155 W College Drive,Concordia,KS,Met Requirements,2023-01
North Country Hospital,4436,189 Prouty Dr,Newport,VT,Warning Notice,2023-02
North Country Hospital,4436,189 Prouty Dr,Newport,VT,Closure Notice,2023-05
North Mississippi Medical Center - Tupelo,4448,830 South Gloster,Tupelo,MS,Warning Notice,2021-09
North Mississippi Medical Center - Tupelo,4448,830 South Gloster,Tupelo,MS,CAP Request,2022-06
North Mississippi Medical Center - Tupelo,4448,830 South Gloster,Tupelo,MS,Closure Notice,2022-12
North Shore University Hospital,4462,300 Community Drive,Manhasset,NY,Warning Notice,2021-09
North Shore University Hospital,4462,300 Community Drive,Manhasset,NY,CAP Request,2023-02
North Shore University Hospital,4462,300 Community Drive,Manhasset,NY,Closure Notice,2023-05
North Suburban Medical Center,4466,9191 Grant St,Thornton,CO,Warning Notice,2023-07
North Suburban Medical Center,4466,9191 Grant St,Thornton,CO,Closure Notice,2023-11
North Valley Health Center,4474,300 West Good Samaritan Drive,Warren,MN,Warning Notice,2023-01
North Valley Health Center,4474,300 West Good Samaritan Drive,Warren,MN,Closure Notice,2023-05
North Vista Hospital,4478,1409 East Lake Mead Boulevard,North Las Vegas,NV,Warning Notice,2021-06
North Vista Hospital,4478,1409 East Lake Mead Boulevard,North Las Vegas,NV,CAP Request,2021-12
North Vista Hospital,4478,1409 East Lake Mead Boulevard,North Las Vegas,NV,Closure Notice,2022-01
Northeast Alabama Regional Medical Center,4483,400 East Tenth Street,Anniston,AL,Warning Notice,2021-06
Northeast Alabama Regional Medical Center,4483,400 East Tenth Street,Anniston,AL,Closure Notice,2021-12
Northeast Georgia Medical Center Gainesville,4488,743 Spring Street,Gainesville,GA,Warning Notice,2021-04
Northeast Georgia Medical Center Gainesville,4488,743 Spring Street,Gainesville,GA,CAP Request,2021-09
Northeast Georgia Medical Center Gainesville,4488,743 Spring Street,Gainesville,GA,Closure Notice,2022-01
Northeast Rehabilitation Hospital At Southern New Hampshire Medical Center,4492,"29 Northwest Blvd, SNHMC West Campus",Nashua,NH,Warning Notice,2023-04
Northeast Rehabilitation Hospital At Southern New Hampshire Medical Center,4492,"29 Northwest Blvd, SNHMC West Campus",Nashua,NH,Closure Notice,2023-11
Northeast Rehabilitation Hospital in Manchester,4495,1 Elliot Way,Manchester,NH,Warning Notice,2023-04
Northeast Rehabilitation Hospital in Manchester,4495,1 Elliot Way,Manchester,NH,CAP Request,2023-07
Northeast Rehabilitation Hospital in Manchester,4495,1 Elliot Way,Manchester,NH,Closure Notice,2023-09
Northeast Rehabilitation Hospital in Portsmouth,4496,"105 Corporate Drive, Pease International Tradeport",Portsmouth,NH,Warning Notice,2023-04
Northeast Rehabilitation Hospital in Portsmouth,4496,"105 Corporate Drive, Pease International Tradeport",Portsmouth,NH,CAP Request,2023-07
Northeast Rehabilitation Hospital in Portsmouth,4496,"105 Corporate Drive, Pease International Tradeport",Portsmouth,NH,Closure Notice,2023-09
Northeast Rehabilitation Hospital in Salem,4494,70 Butler Street,Salem,NH,Warning Notice,2023-04
Northeast Rehabilitation Hospital in Salem,4494,70 Butler Street,Salem,NH,Closure Notice,2023-10
Northeastern Vermont Regional Hospital,4500,PO Box 905,St. Johnsbury,VT,Warning Notice,2023-02
Northeastern Vermont Regional Hospital,4500,PO Box 905,St. Johnsbury,VT,CAP Request,2023-10
Northeastern Vermont Regional Hospital,4500,PO Box 905,St. Johnsbury,VT,Closure Notice,2023-12
Northern Light A R Gould Hospital,4509,140 Academy Street,Presque Isle,ME,Warning Notice,2023-03
Northern Light A R Gould Hospital,4509,140 Academy Street,Presque Isle,ME,Closure Notice,2023-06
Northern Light Eastern Maine Medical Center,1798,489 State Street,Bangor,ME,Warning Notice,2021-09
Northern Light Eastern Maine Medical Center,1798,489 State Street,Bangor,ME,CAP Request,2022-06
Northern Light Eastern Maine Medical Center,1798,489 State Street,Bangor,ME,Closure Notice,2022-09
Northern Light Mayo Hospital,3728,897 West Main Street,Dover Foxcroft,ME,Met Requirements,2023-04
Northern Louisiana Medical Center,4515,401 E Vaughn Ave,Ruston,LA,Warning Notice,2023-04
Northern Louisiana Medical Center,4515,401 E Vaughn Ave,Ruston,LA,Closure Notice,2023-09
Northern Montana Hospital,4517,30 13th St,Havre,MT,Warning Notice,2023-02
Northern Montana Hospital,4517,30 13th St,Havre,MT,Closure Notice,2023-09
Northern Nevada Medical Center,4519,2375 East Prater Way,Sparks,NV,Warning Notice,2021-09
Northern Nevada Medical Center,4519,2375 East Prater Way,Sparks,NV,CAP Request,2022-07
Northern Nevada Medical Center,4519,2375 East Prater Way,Sparks,NV,Closure Notice,2023-01
Northern Regional Hospital,4506,830 Rockford Street,Mount Airy,NC,Warning Notice,2023-03
Northern Regional Hospital,4506,830 Rockford Street,Mount Airy,NC,Closure Notice,2023-07
Northridge Hospital,4528,18300 Roscoe Boulevard,Northridge,CA,Met Requirements,2023-01
Northside Hospital - Cherokee,4536,450 Northside Cherokee Boulevard,Canton,GA,Warning Notice,2021-05
Northside Hospital - Cherokee,4536,450 Northside Cherokee Boulevard,Canton,GA,CAP Request,2021-10
Northside Hospital - Cherokee,4536,450 Northside Cherokee Boulevard,Canton,GA,CMP Notice,2022-06
Northside Hospital - Cherokee,4536,450 Northside Cherokee Boulevard,Canton,GA,Closure Notice,2022-08
Northside Hospital Atlanta,4534,1000 Johnson Ferry Road Ne,Atlanta,GA,Warning Notice,2021-04
Northside Hospital Atlanta,4534,1000 Johnson Ferry Road Ne,Atlanta,GA,CAP Request,2021-09
Northside Hospital Atlanta,4534,1000 Johnson Ferry Road Ne,Atlanta,GA,CMP Notice,2022-06
Northside Hospital Atlanta,4534,1000 Johnson Ferry Road Ne,Atlanta,GA,Closure Notice,2022-08
Northside Hospital Duluth,4537,3620 Howell Ferry Road,Duluth,GA,Warning Notice,2022-03
Northside Hospital Duluth,4537,3620 Howell Ferry Road,Duluth,GA,Closure Notice,2022-08
Northside Hospital Forsyth,4538,1200 Northside Forsyth Drive,Cumming,GA,Warning Notice,2022-03
Northside Hospital Forsyth,4538,1200 Northside Forsyth Drive,Cumming,GA,Closure Notice,2022-08
Northside Hospital Gwinnett,4539,1000 Medical Center Boulevard,Lawrenceville,GA,Warning Notice,2022-03
Northside Hospital Gwinnett,4539,1000 Medical Center Boulevard,Lawrenceville,GA,Closure Notice,2022-08
Northwest Health-Starke,6456,102 E Culver Rd,Knox,IN,Met Requirements,2023-01
Northwest Medical Center,4548,6200 N La Cholla Boulevard,Tucson,AZ,Met Requirements,2023-01
Northwestern Medical Center,4562,133 Fairfield St,St. Albans,VT,Warning Notice,2021-08
Northwestern Medical Center,4562,133 Fairfield St,St. Albans,VT,CAP Request,2022-03
Northwestern Medical Center,4562,133 Fairfield St,St. Albans,VT,Closure Notice,2022-09
Northwestern Medicine Central DuPage Hospital,1057,25 North Winfield Road,Winfield,IL,Warning Notice,2023-06
Northwestern Medicine Central DuPage Hospital,1057,25 North Winfield Road,Winfield,IL,Closure Notice,2023-10
Northwestern Memorial Hospital,4564,251 East Huron Street,Chicago,IL,Warning Notice,2023-02
